sub_num,prt_rel_om
0,-1.5441176470588236
1,0.5161290322580645
2,4.945945945945946
3,0.9152542372881356
5,-3.2093023255813953
8,-0.9726027397260274
9,0.4444444444444444
10,1.2241379310344827
13,-0.38235294117647056
15,1.6274509803921569
18,0.4918032786885246
19,1.1754385964912282
21,1.3962264150943395
22,-1.2533333333333334
23,2.0816326530612246
25,0.8333333333333334
28,0.3225806451612903
29,-1.9878048780487805
30,0.7213114754098361
31,0.6101694915254238
32,-0.4057971014492754
33,0.24615384615384617
34,-0.8857142857142857
37,3.441860465116279
39,2.7916666666666665
40,0.7166666666666667
41,0.9655172413793104
44,0.21875
45,-0.391304347826087
46,3.340909090909091
47,0.3770491803278688
48,-2.8860759493670884
50,2.156862745098039
53,2.204081632653061
54,4.076923076923077
55,0.5967741935483871
56,0.09090909090909091
57,0.09230769230769231
58,2.142857142857143
59,-0.11940298507462686
64,-2.481012658227848
65,3.4285714285714284
69,1.3272727272727274
70,1.4
71,1.5555555555555556
75,0.6833333333333333
76,0.7704918032786885
77,4.794871794871795
78,-1.974025974025974
80,0.7868852459016393
81,1.6111111111111112
82,0.03076923076923077
85,0.4838709677419355
89,0.6885245901639344
92,2.0980392156862746
94,-3.258426966292135
96,1.7924528301886793
97,-0.625
99,-3.0
100,1.280701754385965
101,4.75
104,0.9310344827586207
105,0.3387096774193548
106,5.0606060606060606
107,2.16
108,1.0909090909090908
110,-3.255813953488372
112,0.015873015873015872
113,0.5161290322580645
115,0.9310344827586207
116,0.9482758620689655
117,0.15384615384615385
119,1.2857142857142858
120,-0.7164179104477612
121,1.3272727272727274
123,1.4727272727272727
124,0.38095238095238093
126,0.2857142857142857
127,1.0169491525423728
128,0.12307692307692308
132,-0.26153846153846155
134,0.6333333333333333
135,1.0862068965517242
136,0.15625
137,-0.03076923076923077
138,1.0175438596491229
141,-2.9876543209876543
142,1.2280701754385965
143,3.8048780487804876
146,1.1379310344827587
148,0.3230769230769231
151,1.1551724137931034
154,-0.4057971014492754
158,-2.767123287671233
159,0.06060606060606061
161,2.019607843137255
162,1.7962962962962963
163,-1.8875
164,-0.8260869565217391
165,0.5901639344262295
167,-0.1323529411764706
168,3.682926829268293
169,3.2666666666666666
170,0.5409836065573771
173,0.7666666666666667
175,3.311111111111111
177,-2.8045977011494254
182,0.21875
183,0.4838709677419355
184,1.2280701754385965
188,-0.030303030303030304
190,0.7
192,-3.011764705882353
195,1.8627450980392157
196,0.42857142857142855
197,0.015384615384615385
